STRATA,CONTENT
马拉苏组,马拉苏组：新疆区域地质测量大队八分队张道乐等，1977年命名。马拉苏组组成为安山岩，安山玢岩，玄武玢岩，流纹斑岩，晶屑岩屑凝灰岩，火山灰凝灰岩，凝灰质砂岩，粗砂岩，粉砂岩夹钙质砂岩及灰岩凸镜体或团块。含腕足类，珊瑚，三叶虫，腹足类，苔藓虫，植物等。马拉苏组特征未见底；与上覆库鲁木迪组整合接触。厚851-5520米以上。 [1] 
莫丁组,时代：D1命名：广西地矿局区域地质调查大队，1982年命名。特征：为深灰色白云岩，硅质岩夹黑色燧石条带。含竹节石：Nowakia barrandei，N. elegans；菊石：Erbenoceras elegantulum；牙形石：Polygnathus perbonus等及腕足类等化石。岩层普遍具水平纹层及风暴层，其环境相当斜坡至盆地相。整合伏于那叫组之下，覆于郁江组之上。层型剖面厚19米；区域厚16-55米。[1] 
那高岭组,那高岭组原称“那高岭页岩”。下泥盆世中期地层。最初命名地点在中国广西横县六景圩北，分布于广西境内。岩性为灰绿色泥岩，下部夹灰岩，顶部砂质较多。产腕足类那高岭东方石燕、广西无隔板槽贝及珊瑚、竹节石等，全厚140—150米。与下伏莲花山组呈整合接触。本组时代大致可与黔南的丹林组、滇东的翠峰山群、四川的平驿铺组等的上部相对比。
平驿铺组,
坡脚组,坡脚组隶属皎平渡镇皎平村委会行政村，属于山区。距离村委会2公里，距离镇35公里，国土面积0.29平方公里，海拔1300米，年平均气温28℃，年降水量380毫米，适宜种植水稻、玉米等农作物。有耕地54.8亩，其中人均耕地0.6亩；有林地378亩。坡脚组村情概况全村辖0个村民小组，有农户19户，有乡村人口95人，其中农业人口95人，劳动力55人，其中从事第一产业人数51人。2009年全村经济总收入18万元，农民人均纯收入1046元。该村属于贫困村，农民收入主要以种养殖业为主。坡脚组基础设施该村截止2009年底，已实现通水、电。全村有19户通自来水，有10户饮用井水。有19户通电，拥有电视机农户15户；安装固定电话或拥有移动电话的农户数10户，其中拥有移动电话农户数8户。该村进村道路为土路路面；距离最近的车站2公里，距离最近的集贸市场10公里。全村共拥有拖拉机1辆，摩托车3辆。全村有高稳产农田地面积45亩，人均高稳产农田地面积0.49 亩。该村到2009年底，农户住房以土木结构住房为主，有19户居住于土木结构住房。坡脚组农村经济该村2009年农村经济总收入18万元，其中：种植业收入11万元；畜牧业收入7万元（其中，年内出栏肉猪170头，肉牛35头）；农民人均纯收入1046元，农民收入以种养殖业等为主。坡脚组人口卫生该村现有农户19户，共乡村人口95人，其中男性50人，女性41人。其中农业人口95人，劳动力55人。该村以傣族为主(是傣族、汉族混居地)，其中傣族52人，汉族39人。到2009年底，全村参加农村合作医疗87人，参合率 99%。村民的医疗主要依靠村卫生所和镇卫生院， 距离村委会卫生所2公里，距离镇卫生院35公里。坡脚组文化教育该村小学生就读到长征希望小学，中学生就读到皎平渡镇中学。该村距离小学校2公里，距离中学35公里。目前该村义务教育在校学生8人，其中小学生8人。坡脚组村务公开该村到2009年底，已签定农业承包合同19份，农村土地承包面积54.8亩，建立了农村公益事业建设“一事一议”制度，定期开展村务公开，主要以粘贴公告、黑板报、会议方式公开。
坡松冲组,坡松冲组中文名称坡松冲组坡松冲组时代D1坡松冲组命名中国科学院南京地质古生物研究所西南队泥盆系研究组廖卫华，1974年命名。坡松冲组特征坡松冲组[1] 以深灰色中至薄层泥质细-粉砂岩为主，及少量泥（页）岩。含植物Zoerophyllum auralianum，Sucheocladus sp.等和腕足类及鱼类化石。为浅海滨岸相沉积。下与博菜田组呈微角度不整合；上与坡脚组连续沉积。厚度90-1334米，一般厚150-370米。坡松冲组同物异名翠峰山组（群）。
普通沟组,
前坤头沟组,为褐灰色硬砂岩、暗绿色板岩、砂质板岩、千枚状板岩夹灰岩及基性火山岩。含珊瑚：Wedekindophyllum，Amplexiphyllum，Chlamidophyllum，Rhizophyllum，Pachyfavosites，Favosites，Squameofavosites和腕足类：Emmonsia，Coelospirella orientalis，Howellella，Acrospirifer，Plebejochonetes plebejus等。上、下限不清。层型剖面出露厚度大于1439米。前坤头沟组时代D1前坤头沟组命名内蒙古第二区域地质测量大队，1967年命名。
钦州组,钦州组（Qinzhou Fm）的时代属早泥盆世。大致相当于早泥盆地早期至那高岭期。分布于广西钦州地区。钦州组定义命名地点在广西钦州。为笔石相沉积，下部产Monograptus uniformis，上部产Monograptus yukonensis。与下伏上志留统防城群和上覆小董组均呈整合接触。[1] 钦州组命名广西区测队，1974年，1∶20万小董幅、钦州幅区测报告。钦州组特征层型：正层型 广西钦州市板城乡倒流村剖面。广西区调队，1974年测制。特征：为灰黑、黑色薄层泥岩、浅灰色薄层粉砂质泥岩、薄至厚层状细砂质粉砂岩、粉砂岩、泥质粉砂岩、薄层状泥质硅质岩、硅质岩，局部含锰、磷。含笔石Monograptus uniformis，M. yukonensis等可划分出 M. cf. uniformis 至 M. yukonensis fangensis 5个笔石带；腕足类：包括Spiriferina supramarginalis，Grayina magnifica，Quadrithyris robua-Boucotia sp.，Orientospirifer wangi等4个组合带及鱼类、植物化石等。下与防城组、上与小董组均为整合接触。层型剖面厚747米；区域厚538-825米。[2] 分布：桂南地区。
青山组,青山组（Qingshan Fm）曾称青山层。时代属早白垩世。分布于鲁东地区的莱阳、即墨、胶州、安丘、莒县、潍坊等地。命名地点在山东莱阳青山。为淡水湖相沉积，为棕色凝灰砾岩，绿、紫、浅红色凝灰岩与中性火山岩及红色泥岩层，厚达1200米，含淡水双壳类Nakamuranaia chingshanensis及中国鹦鹉嘴龙（Psitta cosaurus sinensis）等。与下伏早白垩世莱阳群呈整合接触，或不整合于更老岩层之上。
冉家湾组,冉家湾组是岩石地层名称，由云南区域地质调查大队四分队于1984年命名。冉家湾组基本信息同物异名：三仙姑群（组）下段、格绒组冉家湾组特征为两套碳酸盐岩间的一套砂质沉积层。上部为黑灰色薄层粉砂质绢云板岩夹黑色薄层粉晶灰岩；中部为深灰色薄层片理化绢云砂质粉砂岩夹一层长石石英砂岩；下部为灰白色中薄层石英砂岩，底部见凸镜状砾岩。含腕足类、头足类等化石。下与康廊组平行不整合接触；上与穷错组整合接触。厚314-2189米。[1] 
热尔组(群),热尔组（群）是中、下部以褐红-紫红色为主，上部以灰-灰绿色为主的砾岩、砂岩、粉砂岩、板岩。下部产海相底栖动物群。热尔组（群）命名西北地研所和甘肃第一区域地质测量大队，1973年命名；秦锋、甘一研，1976年介绍。热尔组（群）特征主要有珊瑚∶Squameofavosites thetidis，Favosites admirabilis及Lecomptia，Qinlingopora；腕足类∶Protathyris，Howellella等；上部产植物：Zoerophyllum cf. yunnanicum，Drepnophycus spinaeformis，Taeniocrada cf. Decheniana；及双壳类。平行不整合伏于岷河组之下；整合覆于普通沟组之上。厚704-1313米。[1] 
沙坝脚组,为浅肉红色厚层粉砂质灰岩，顶部系粉晶灰岩夹薄层不等粒灰质石英砂岩。沙坝脚组同物异名下何元寨组沙坝脚组其它信息含竹节石，牙形石Polygnathus perbonus等化石。为潟湖相。下与向阳寺组（王家村组）连续沉积；上与何元寨组整合接触。厚200米。
狮子山组,
石坊群,甘肃地质局天水地质大队叶茂泉等，1960年手稿命名；张研，1961年介绍。石坊群时代D1石坊群特征下部是一套含有机质的砂板岩，局部夹劣质无烟煤层；中上部夹数层硅质砾岩及含砾粗砂岩，上部及顶部有时夹薄层或瘤状泥质灰岩。产珊瑚：Squameofavosites bohemicus，Favosites cf. parariatoporoid及Aulacophyllum；腕足类：Protathyris sibirica，Howellella laeviplicata labilis等为代表。具板状斜层理、斜波层理，层面具浪成波纹，冲刷面等，属滨岸环境沉积。平行不整合伏于当多组之下；不整合覆于临江组之上。厚925-1550米。 [1] 
舒家坪组,舒家坪组命名王钰、俞昌明等，1964年。舒家坪组特征层型：正层型 贵州独山猴儿山泥盆系剖面。廖卫华、许汉奎等，1979，西南地区几个泥盆系基础剖面的论述。西南地区碳酸盐生物地层。特征：系指一套肉红、灰白色石英砂岩、粉砂岩间夹黑色砂质页岩、铁质砂岩的地层。以含腕足类动物群化石为主。下与丹林组、上与龙洞水组均为整合接触。分布：贵州独山、贵阳一带。舒家坪组备考备注：同物异名：
托让格库都克组,托让格库都克组是岩石地层名称，由吕正于1966年命名。托让格库都克组中文名称托让格库都克组托让格库都克组时代D1托让格库都克组命名新疆地质局区域地质测量大队二分队吕正等，1966年。托让格库都克组特征托让格库都克组[1]  为黄灰色薄、中层状细砂岩、粉砂岩、泥硅质粉砂岩、长石岩屑砂岩夹粗砂岩，其中部为灰绿色辉石安山玢岩、暗灰色块状英安斑岩和凝灰砂岩。含珊瑚、三叶虫、腕足类、双壳类、苔藓虫及植物、头足类等化石。与下伏巴斯他乌组为平行不整合接触；和上覆北塔山组呈不整合接触。厚791-2183米以上。
弯月组,时代：S命名：长春地质学院区域地质测量队郭鸿俊等，1962年。特征：石缝组和椅山组之间以变质火山岩为主的一套地层。下部以片理化流纹岩为主；中部为片理化安山岩、片理化中酸性凝灰熔岩为主；上部与大理岩互层为特点。含床板珊瑚等化石。顶与上覆椅山组、底与下伏石缝组均为整合接触。厚约1313米。[1] 
王家村组,
西岔河组,西岔河组，1979年命名；西安地质矿产研究所，1983年介绍。[1] 西岔河组基本信息中文名称西岔河组时代西岔河组命名1979年命名；西安地质矿产研究所，1983年介绍。[1] 西岔河组特征系指水洞沟组或白龙江群与公馆组或石家沟组之间一套以砾岩、砂岩为主的碎屑岩地层，其中偶夹板岩、白云岩。在顶部产双壳类：Grammysia，Cypricardinia，Edmondia，Solenomorpha?及Glassites cf. concentricus。该组下部砾岩具粒序结构和底部冲刷面，砂岩内交错层理、波痕明显，属武当古陆西缘早-中泥盆世海侵初期的陆相冲积扇-水下扇沉积。底部与水洞沟组或白龙江群不整合或平行不整合接触，上部与公馆组或石家沟组整合接触。
西屯段,西屯段[1]  以灰、灰绿、褐红色钙质泥岩、粉砂质泥岩为主，夹灰黄、灰绿色泥质泥晶灰岩、泥灰岩。由下往上灰岩增多，与泥岩互层。西屯段中文名称西屯段西屯段时代D1西屯段命名张欣平，1966年。西屯段特征西屯段[1]  以灰、灰绿、褐红色钙质泥岩、粉砂质泥岩为主，夹灰黄、灰绿色泥质泥晶灰岩、泥灰岩。由下往上灰岩增多，与泥岩互层。含鱼化石：Yunnanolepis chii-Yongolepis praecursor组合；（Yunnanolepis- Qujingolepis组合或Eugaleaspis changi-Nanpanaspis microculus组合或称为Yunnanolepis chii-Youngolepis praecursor古群落）。此外，尚含腕足类Lingula sp.；介形类及植物和孢子、双壳类化石等。下与下西山村段、上与桂家屯段均为整合接触。厚数米至385米。西屯段同物异名西屯头组等。
下西山村段,下西山村段基本信息中文名称：下西山村段时代：D1下西山村段命名云南地质厅石油地质队六分队，1961年。下西山村段特征属翠峰山组最下部的段。由黄绿、灰绿、灰黑色页（泥）岩夹灰黄、浅灰色中-厚层状细粒石英砂岩组成。上部砂岩逐渐增多，局部达互层。含鱼（无颌类）、腕足类、介形类、双壳类等化石。下与玉龙寺组整合接触；上与西屯段连续沉积。厚131-312米。[1] 
向阳寺组,是在云南发现的一种岩石。向阳寺组基本信息中文名称：向阳寺组时代：D1同物异名：王家村组、沙坝脚组向阳寺组命名云南第一区域地质调查大队三分队，1980年。向阳寺组特征为灰黄，紫红色中-厚层粉砂质或泥质灰岩，中部夹薄层灰质粉砂岩，灰质粉砂质泥岩，夹粉砂质生物碎屑灰岩。含腕足类Plectodonta，Yunnanoleptaena。、竹节石、笔石、三叶虫及珊瑚等化石。下与栗柴坝组、上与王家村组均呈整合接触。厚229-707米。[1] 
徐家冲段,"张欣平,1966年,云南曲靖地区的下泥盆统,中国古生物学会1966年建水现场会议论文集。地层名称：徐家冲段命名：层型：正层型:云南沾益西冲曲靖徐家冲剖面(重测)。廖卫华,1979,西南地区几个泥盆系基础剖面的论述。西南地区碳酸盐生物地层。特征：为紫红、褐黄、灰绿色泥岩、泥质粉砂岩夹薄至中层状褐黄、灰绿、灰白色细—中粒石英砂岩。其中砂岩普遍具斜层理最特征。含植物、介形类、鱼类等化石。下与桂家屯段，上与穿洞段均为整合接触。分布：云南。[1] "
